char_id,char,alphabet,font_family,font_size,font_face,width
126,~,russian,Courier,12,italic,16
32, ,russian,Courier,12,italic,16
65,A,basic_latin,Courier,12,bold+italic,17
66,B,basic_latin,Courier,12,bold+italic,17
67,C,basic_latin,Courier,12,bold+italic,17
68,D,basic_latin,Courier,12,bold+italic,17
69,E,basic_latin,Courier,12,bold+italic,17
70,F,basic_latin,Courier,12,bold+italic,17
71,G,basic_latin,Courier,12,bold+italic,17
72,H,basic_latin,Courier,12,bold+italic,17
73,I,basic_latin,Courier,12,bold+italic,17
74,J,basic_latin,Courier,12,bold+italic,17
75,K,basic_latin,Courier,12,bold+italic,17
76,L,basic_latin,Courier,12,bold+italic,17
77,M,basic_latin,Courier,12,bold+italic,17
78,N,basic_latin,Courier,12,bold+italic,17
79,O,basic_latin,Courier,12,bold+italic,17
80,P,basic_latin,Courier,12,bold+italic,17
81,Q,basic_latin,Courier,12,bold+italic,17
82,R,basic_latin,Courier,12,bold+italic,17
83,S,basic_latin,Courier,12,bold+italic,17
84,T,basic_latin,Courier,12,bold+italic,17
85,U,basic_latin,Courier,12,bold+italic,17
86,V,basic_latin,Courier,12,bold+italic,17
87,W,basic_latin,Courier,12,bold+italic,17
88,X,basic_latin,Courier,12,bold+italic,17
89,Y,basic_latin,Courier,12,bold+italic,17
90,Z,basic_latin,Courier,12,bold+italic,17
97,a,basic_latin,Courier,12,bold+italic,17
98,b,basic_latin,Courier,12,bold+italic,17
99,c,basic_latin,Courier,12,bold+italic,17
100,d,basic_latin,Courier,12,bold+italic,17
101,e,basic_latin,Courier,12,bold+italic,17
102,f,basic_latin,Courier,12,bold+italic,17
103,g,basic_latin,Courier,12,bold+italic,17
104,h,basic_latin,Courier,12,bold+italic,17
105,i,basic_latin,Courier,12,bold+italic,17
106,j,basic_latin,Courier,12,bold+italic,17
107,k,basic_latin,Courier,12,bold+italic,17
108,l,basic_latin,Courier,12,bold+italic,17
109,m,basic_latin,Courier,12,bold+italic,17
110,n,basic_latin,Courier,12,bold+italic,17
111,o,basic_latin,Courier,12,bold+italic,17
112,p,basic_latin,Courier,12,bold+italic,17
113,q,basic_latin,Courier,12,bold+italic,17
114,r,basic_latin,Courier,12,bold+italic,17
115,s,basic_latin,Courier,12,bold+italic,17
116,t,basic_latin,Courier,12,bold+italic,17
117,u,basic_latin,Courier,12,bold+italic,17
118,v,basic_latin,Courier,12,bold+italic,17
119,w,basic_latin,Courier,12,bold+italic,17
120,x,basic_latin,Courier,12,bold+italic,17
121,y,basic_latin,Courier,12,bold+italic,17
122,z,basic_latin,Courier,12,bold+italic,17
48,0,basic_latin,Courier,12,bold+italic,17
49,1,basic_latin,Courier,12,bold+italic,17
50,2,basic_latin,Courier,12,bold+italic,17
51,3,basic_latin,Courier,12,bold+italic,17
52,4,basic_latin,Courier,12,bold+italic,17
53,5,basic_latin,Courier,12,bold+italic,17
54,6,basic_latin,Courier,12,bold+italic,17
55,7,basic_latin,Courier,12,bold+italic,17
56,8,basic_latin,Courier,12,bold+italic,17
57,9,basic_latin,Courier,12,bold+italic,17
33,!,basic_latin,Courier,12,bold+italic,17
34,"""",basic_latin,Courier,12,bold+italic,17
35,#,basic_latin,Courier,12,bold+italic,17
36,$,basic_latin,Courier,12,bold+italic,17
37,%,basic_latin,Courier,12,bold+italic,17
38,&,basic_latin,Courier,12,bold+italic,17
39,',basic_latin,Courier,12,bold+italic,17
40,(,basic_latin,Courier,12,bold+italic,17
41,),basic_latin,Courier,12,bold+italic,17
42,*,basic_latin,Courier,12,bold+italic,17
43,+,basic_latin,Courier,12,bold+italic,17
44,",",basic_latin,Courier,12,bold+italic,17
45,-,basic_latin,Courier,12,bold+italic,17
46,.,basic_latin,Courier,12,bold+italic,17
47,/,basic_latin,Courier,12,bold+italic,17
58,:,basic_latin,Courier,12,bold+italic,17
59,;,basic_latin,Courier,12,bold+italic,17
60,<,basic_latin,Courier,12,bold+italic,17
61,=,basic_latin,Courier,12,bold+italic,17
62,>,basic_latin,Courier,12,bold+italic,17
63,?,basic_latin,Courier,12,bold+italic,17
64,@,basic_latin,Courier,12,bold+italic,17
91,[,basic_latin,Courier,12,bold+italic,17
92,\,basic_latin,Courier,12,bold+italic,17
93,],basic_latin,Courier,12,bold+italic,17
94,^,basic_latin,Courier,12,bold+italic,17
95,_,basic_latin,Courier,12,bold+italic,17
96,`,basic_latin,Courier,12,bold+italic,17
123,{,basic_latin,Courier,12,bold+italic,17
124,|,basic_latin,Courier,12,bold+italic,17
125,},basic_latin,Courier,12,bold+italic,17
126,~,basic_latin,Courier,12,bold+italic,17
32, ,basic_latin,Courier,12,bold+italic,17
1040,А,russian,Courier,12,bold+italic,17
1041,Б,russian,Courier,12,bold+italic,17
1042,В,russian,Courier,12,bold+italic,17
1043,Г,russian,Courier,12,bold+italic,17
1044,Д,russian,Courier,12,bold+italic,17
1045,Е,russian,Courier,12,bold+italic,17
1046,Ж,russian,Courier,12,bold+italic,17
1047,З,russian,Courier,12,bold+italic,17
1048,И,russian,Courier,12,bold+italic,17
1049,Й,russian,Courier,12,bold+italic,17
1050,К,russian,Courier,12,bold+italic,17
1051,Л,russian,Courier,12,bold+italic,17
1052,М,russian,Courier,12,bold+italic,17
1053,Н,russian,Courier,12,bold+italic,17
1054,О,russian,Courier,12,bold+italic,17
1055,П,russian,Courier,12,bold+italic,17
1056,Р,russian,Courier,12,bold+italic,17
1057,С,russian,Courier,12,bold+italic,17
1058,Т,russian,Courier,12,bold+italic,17
1059,У,russian,Courier,12,bold+italic,17
1060,Ф,russian,Courier,12,bold+italic,17
1061,Х,russian,Courier,12,bold+italic,17
1062,Ц,russian,Courier,12,bold+italic,17
1063,Ч,russian,Courier,12,bold+italic,17
1064,Ш,russian,Courier,12,bold+italic,17
1065,Щ,russian,Courier,12,bold+italic,17
1066,Ъ,russian,Courier,12,bold+italic,17
1067,Ы,russian,Courier,12,bold+italic,17
1068,Ь,russian,Courier,12,bold+italic,17
1069,Э,russian,Courier,12,bold+italic,17
1070,Ю,russian,Courier,12,bold+italic,17
1071,Я,russian,Courier,12,bold+italic,17
1072,а,russian,Courier,12,bold+italic,17
1073,б,russian,Courier,12,bold+italic,17
1074,в,russian,Courier,12,bold+italic,17
1075,г,russian,Courier,12,bold+italic,17
1076,д,russian,Courier,12,bold+italic,17
1077,е,russian,Courier,12,bold+italic,17
1078,ж,russian,Courier,12,bold+italic,17
1079,з,russian,Courier,12,bold+italic,17
1080,и,russian,Courier,12,bold+italic,17
1081,й,russian,Courier,12,bold+italic,17
1082,к,russian,Courier,12,bold+italic,17
1083,л,russian,Courier,12,bold+italic,17
1084,м,russian,Courier,12,bold+italic,17
1085,н,russian,Courier,12,bold+italic,17
1086,о,russian,Courier,12,bold+italic,17
1087,п,russian,Courier,12,bold+italic,17
1088,р,russian,Courier,12,bold+italic,17
1089,с,russian,Courier,12,bold+italic,17
1090,т,russian,Courier,12,bold+italic,17
1091,у,russian,Courier,12,bold+italic,17
1092,ф,russian,Courier,12,bold+italic,17
1093,х,russian,Courier,12,bold+italic,17
1094,ц,russian,Courier,12,bold+italic,17
1095,ч,russian,Courier,12,bold+italic,17
1096,ш,russian,Courier,12,bold+italic,17
1097,щ,russian,Courier,12,bold+italic,17
1098,ъ,russian,Courier,12,bold+italic,17
1099,ы,russian,Courier,12,bold+italic,17
1100,ь,russian,Courier,12,bold+italic,17
1101,э,russian,Courier,12,bold+italic,17
1102,ю,russian,Courier,12,bold+italic,17
1103,я,russian,Courier,12,bold+italic,17
48,0,russian,Courier,12,bold+italic,17
49,1,russian,Courier,12,bold+italic,17
50,2,russian,Courier,12,bold+italic,17
51,3,russian,Courier,12,bold+italic,17
52,4,russian,Courier,12,bold+italic,17
53,5,russian,Courier,12,bold+italic,17
54,6,russian,Courier,12,bold+italic,17
55,7,russian,Courier,12,bold+italic,17
56,8,russian,Courier,12,bold+italic,17
57,9,russian,Courier,12,bold+italic,17
33,!,russian,Courier,12,bold+italic,17
34,"""",russian,Courier,12,bold+italic,17
35,#,russian,Courier,12,bold+italic,17
36,$,russian,Courier,12,bold+italic,17
37,%,russian,Courier,12,bold+italic,17
38,&,russian,Courier,12,bold+italic,17
39,',russian,Courier,12,bold+italic,17
40,(,russian,Courier,12,bold+italic,17
41,),russian,Courier,12,bold+italic,17
42,*,russian,Courier,12,bold+italic,17
43,+,russian,Courier,12,bold+italic,17
44,",",russian,Courier,12,bold+italic,17
45,-,russian,Courier,12,bold+italic,17
46,.,russian,Courier,12,bold+italic,17
47,/,russian,Courier,12,bold+italic,17
58,:,russian,Courier,12,bold+italic,17
59,;,russian,Courier,12,bold+italic,17
60,<,russian,Courier,12,bold+italic,17
61,=,russian,Courier,12,bold+italic,17
62,>,russian,Courier,12,bold+italic,17
63,?,russian,Courier,12,bold+italic,17
64,@,russian,Courier,12,bold+italic,17
91,[,russian,Courier,12,bold+italic,17
92,\,russian,Courier,12,bold+italic,17
93,],russian,Courier,12,bold+italic,17
94,^,russian,Courier,12,bold+italic,17
95,_,russian,Courier,12,bold+italic,17
96,`,russian,Courier,12,bold+italic,17
123,{,russian,Courier,12,bold+italic,17
124,|,russian,Courier,12,bold+italic,17
125,},russian,Courier,12,bold+italic,17
126,~,russian,Courier,12,bold+italic,17
32, ,russian,Courier,12,bold+italic,17
65,A,basic_latin,Courier,14,normal,9
66,B,basic_latin,Courier,14,normal,9
67,C,basic_latin,Courier,14,normal,9
68,D,basic_latin,Courier,14,normal,9
69,E,basic_latin,Courier,14,normal,9
70,F,basic_latin,Courier,14,normal,9
71,G,basic_latin,Courier,14,normal,9
72,H,basic_latin,Courier,14,normal,9
73,I,basic_latin,Courier,14,normal,9
74,J,basic_latin,Courier,14,normal,9
75,K,basic_latin,Courier,14,normal,9
76,L,basic_latin,Courier,14,normal,9
77,M,basic_latin,Courier,14,normal,9
78,N,basic_latin,Courier,14,normal,9
79,O,basic_latin,Courier,14,normal,9
80,P,basic_latin,Courier,14,normal,9
81,Q,basic_latin,Courier,14,normal,9
82,R,basic_latin,Courier,14,normal,9
83,S,basic_latin,Courier,14,normal,9
84,T,basic_latin,Courier,14,normal,9
85,U,basic_latin,Courier,14,normal,9
86,V,basic_latin,Courier,14,normal,9
87,W,basic_latin,Courier,14,normal,9
88,X,basic_latin,Courier,14,normal,9
89,Y,basic_latin,Courier,14,normal,9
90,Z,basic_latin,Courier,14,normal,9
97,a,basic_latin,Courier,14,normal,9
98,b,basic_latin,Courier,14,normal,9
99,c,basic_latin,Courier,14,normal,9
100,d,basic_latin,Courier,14,normal,9
101,e,basic_latin,Courier,14,normal,9
102,f,basic_latin,Courier,14,normal,9
103,g,basic_latin,Courier,14,normal,9
104,h,basic_latin,Courier,14,normal,9
105,i,basic_latin,Courier,14,normal,9
106,j,basic_latin,Courier,14,normal,9
107,k,basic_latin,Courier,14,normal,9
108,l,basic_latin,Courier,14,normal,9
109,m,basic_latin,Courier,14,normal,9
110,n,basic_latin,Courier,14,normal,9
111,o,basic_latin,Courier,14,normal,9
112,p,basic_latin,Courier,14,normal,9
113,q,basic_latin,Courier,14,normal,9
114,r,basic_latin,Courier,14,normal,9
115,s,basic_latin,Courier,14,normal,9
116,t,basic_latin,Courier,14,normal,9
117,u,basic_latin,Courier,14,normal,9
118,v,basic_latin,Courier,14,normal,9
119,w,basic_latin,Courier,14,normal,9
120,x,basic_latin,Courier,14,normal,9
121,y,basic_latin,Courier,14,normal,9
122,z,basic_latin,Courier,14,normal,9
48,0,basic_latin,Courier,14,normal,9
49,1,basic_latin,Courier,14,normal,9
50,2,basic_latin,Courier,14,normal,9
51,3,basic_latin,Courier,14,normal,9
52,4,basic_latin,Courier,14,normal,9
53,5,basic_latin,Courier,14,normal,9
54,6,basic_latin,Courier,14,normal,9
55,7,basic_latin,Courier,14,normal,9
56,8,basic_latin,Courier,14,normal,9
57,9,basic_latin,Courier,14,normal,9
33,!,basic_latin,Courier,14,normal,9
34,"""",basic_latin,Courier,14,normal,9
35,#,basic_latin,Courier,14,normal,9
36,$,basic_latin,Courier,14,normal,9
37,%,basic_latin,Courier,14,normal,9
38,&,basic_latin,Courier,14,normal,9
39,',basic_latin,Courier,14,normal,9
40,(,basic_latin,Courier,14,normal,9
41,),basic_latin,Courier,14,normal,9
42,*,basic_latin,Courier,14,normal,9
43,+,basic_latin,Courier,14,normal,9
44,",",basic_latin,Courier,14,normal,9
45,-,basic_latin,Courier,14,normal,9
46,.,basic_latin,Courier,14,normal,9
47,/,basic_latin,Courier,14,normal,9
58,:,basic_latin,Courier,14,normal,9
59,;,basic_latin,Courier,14,normal,9
60,<,basic_latin,Courier,14,normal,9
61,=,basic_latin,Courier,14,normal,9
62,>,basic_latin,Courier,14,normal,9
63,?,basic_latin,Courier,14,normal,9
64,@,basic_latin,Courier,14,normal,9
91,[,basic_latin,Courier,14,normal,9
92,\,basic_latin,Courier,14,normal,9
93,],basic_latin,Courier,14,normal,9
94,^,basic_latin,Courier,14,normal,9
95,_,basic_latin,Courier,14,normal,9
96,`,basic_latin,Courier,14,normal,9
123,{,basic_latin,Courier,14,normal,9
124,|,basic_latin,Courier,14,normal,9
125,},basic_latin,Courier,14,normal,9
126,~,basic_latin,Courier,14,normal,9
32, ,basic_latin,Courier,14,normal,9
1040,А,russian,Courier,14,normal,9
1041,Б,russian,Courier,14,normal,9
1042,В,russian,Courier,14,normal,9
1043,Г,russian,Courier,14,normal,9
1044,Д,russian,Courier,14,normal,9
1045,Е,russian,Courier,14,normal,9
1046,Ж,russian,Courier,14,normal,9
1047,З,russian,Courier,14,normal,9
1048,И,russian,Courier,14,normal,9
1049,Й,russian,Courier,14,normal,9
1050,К,russian,Courier,14,normal,9
1051,Л,russian,Courier,14,normal,9
1052,М,russian,Courier,14,normal,9
1053,Н,russian,Courier,14,normal,9
1054,О,russian,Courier,14,normal,9
1055,П,russian,Courier,14,normal,9
1056,Р,russian,Courier,14,normal,9
1057,С,russian,Courier,14,normal,9
1058,Т,russian,Courier,14,normal,9
1059,У,russian,Courier,14,normal,9
1060,Ф,russian,Courier,14,normal,9
1061,Х,russian,Courier,14,normal,9
1062,Ц,russian,Courier,14,normal,9
1063,Ч,russian,Courier,14,normal,9
1064,Ш,russian,Courier,14,normal,9
1065,Щ,russian,Courier,14,normal,9
1066,Ъ,russian,Courier,14,normal,9
1067,Ы,russian,Courier,14,normal,9
1068,Ь,russian,Courier,14,normal,9
1069,Э,russian,Courier,14,normal,9
1070,Ю,russian,Courier,14,normal,9
1071,Я,russian,Courier,14,normal,9
1072,а,russian,Courier,14,normal,9
1073,б,russian,Courier,14,normal,9
1074,в,russian,Courier,14,normal,9
1075,г,russian,Courier,14,normal,9
1076,д,russian,Courier,14,normal,9
1077,е,russian,Courier,14,normal,9
1078,ж,russian,Courier,14,normal,9
1079,з,russian,Courier,14,normal,9
1080,и,russian,Courier,14,normal,9
1081,й,russian,Courier,14,normal,9
1082,к,russian,Courier,14,normal,9
1083,л,russian,Courier,14,normal,9
1084,м,russian,Courier,14,normal,9
1085,н,russian,Courier,14,normal,9
1086,о,russian,Courier,14,normal,9
1087,п,russian,Courier,14,normal,9
1088,р,russian,Courier,14,normal,9
1089,с,russian,Courier,14,normal,9
1090,т,russian,Courier,14,normal,9
1091,у,russian,Courier,14,normal,9
1092,ф,russian,Courier,14,normal,9
1093,х,russian,Courier,14,normal,9
1094,ц,russian,Courier,14,normal,9
1095,ч,russian,Courier,14,normal,9
1096,ш,russian,Courier,14,normal,9
1097,щ,russian,Courier,14,normal,9
1098,ъ,russian,Courier,14,normal,9
1099,ы,russian,Courier,14,normal,9
1100,ь,russian,Courier,14,normal,9
1101,э,russian,Courier,14,normal,9
1102,ю,russian,Courier,14,normal,9
1103,я,russian,Courier,14,normal,9
48,0,russian,Courier,14,normal,9
49,1,russian,Courier,14,normal,9
50,2,russian,Courier,14,normal,9
51,3,russian,Courier,14,normal,9
52,4,russian,Courier,14,normal,9
53,5,russian,Courier,14,normal,9
54,6,russian,Courier,14,normal,9
55,7,russian,Courier,14,normal,9
56,8,russian,Courier,14,normal,9
57,9,russian,Courier,14,normal,9
33,!,russian,Courier,14,normal,9
34,"""",russian,Courier,14,normal,9
35,#,russian,Courier,14,normal,9
36,$,russian,Courier,14,normal,9
37,%,russian,Courier,14,normal,9
38,&,russian,Courier,14,normal,9
39,',russian,Courier,14,normal,9
40,(,russian,Courier,14,normal,9
41,),russian,Courier,14,normal,9
42,*,russian,Courier,14,normal,9
43,+,russian,Courier,14,normal,9
44,",",russian,Courier,14,normal,9
45,-,russian,Courier,14,normal,9
46,.,russian,Courier,14,normal,9
47,/,russian,Courier,14,normal,9
58,:,russian,Courier,14,normal,9
59,;,russian,Courier,14,normal,9
60,<,russian,Courier,14,normal,9
61,=,russian,Courier,14,normal,9
62,>,russian,Courier,14,normal,9
63,?,russian,Courier,14,normal,9
64,@,russian,Courier,14,normal,9
91,[,russian,Courier,14,normal,9
92,\,russian,Courier,14,normal,9
93,],russian,Courier,14,normal,9
94,^,russian,Courier,14,normal,9
95,_,russian,Courier,14,normal,9
96,`,russian,Courier,14,normal,9
123,{,russian,Courier,14,normal,9
124,|,russian,Courier,14,normal,9
125,},russian,Courier,14,normal,9
126,~,russian,Courier,14,normal,9
32, ,russian,Courier,14,normal,9
65,A,basic_latin,Courier,14,bold,10
66,B,basic_latin,Courier,14,bold,10
67,C,basic_latin,Courier,14,bold,10
68,D,basic_latin,Courier,14,bold,10
69,E,basic_latin,Courier,14,bold,10
70,F,basic_latin,Courier,14,bold,10
71,G,basic_latin,Courier,14,bold,10
72,H,basic_latin,Courier,14,bold,10
73,I,basic_latin,Courier,14,bold,10
74,J,basic_latin,Courier,14,bold,10
75,K,basic_latin,Courier,14,bold,10
76,L,basic_latin,Courier,14,bold,10
77,M,basic_latin,Courier,14,bold,10
78,N,basic_latin,Courier,14,bold,10
79,O,basic_latin,Courier,14,bold,10
80,P,basic_latin,Courier,14,bold,10
81,Q,basic_latin,Courier,14,bold,10
82,R,basic_latin,Courier,14,bold,10
83,S,basic_latin,Courier,14,bold,10
84,T,basic_latin,Courier,14,bold,10
85,U,basic_latin,Courier,14,bold,10
86,V,basic_latin,Courier,14,bold,10
87,W,basic_latin,Courier,14,bold,10
88,X,basic_latin,Courier,14,bold,10
89,Y,basic_latin,Courier,14,bold,10
90,Z,basic_latin,Courier,14,bold,10
97,a,basic_latin,Courier,14,bold,10
98,b,basic_latin,Courier,14,bold,10
99,c,basic_latin,Courier,14,bold,10
100,d,basic_latin,Courier,14,bold,10
101,e,basic_latin,Courier,14,bold,10
102,f,basic_latin,Courier,14,bold,10
103,g,basic_latin,Courier,14,bold,10
104,h,basic_latin,Courier,14,bold,10
105,i,basic_latin,Courier,14,bold,10
106,j,basic_latin,Courier,14,bold,10
107,k,basic_latin,Courier,14,bold,10
108,l,basic_latin,Courier,14,bold,10
109,m,basic_latin,Courier,14,bold,10
110,n,basic_latin,Courier,14,bold,10
111,o,basic_latin,Courier,14,bold,10
112,p,basic_latin,Courier,14,bold,10
113,q,basic_latin,Courier,14,bold,10
114,r,basic_latin,Courier,14,bold,10
115,s,basic_latin,Courier,14,bold,10
116,t,basic_latin,Courier,14,bold,10
117,u,basic_latin,Courier,14,bold,10
118,v,basic_latin,Courier,14,bold,10
119,w,basic_latin,Courier,14,bold,10
120,x,basic_latin,Courier,14,bold,10
121,y,basic_latin,Courier,14,bold,10
122,z,basic_latin,Courier,14,bold,10
48,0,basic_latin,Courier,14,bold,10
49,1,basic_latin,Courier,14,bold,10
50,2,basic_latin,Courier,14,bold,10
51,3,basic_latin,Courier,14,bold,10
52,4,basic_latin,Courier,14,bold,10
53,5,basic_latin,Courier,14,bold,10
54,6,basic_latin,Courier,14,bold,10
55,7,basic_latin,Courier,14,bold,10
56,8,basic_latin,Courier,14,bold,10
57,9,basic_latin,Courier,14,bold,10
33,!,basic_latin,Courier,14,bold,10
34,"""",basic_latin,Courier,14,bold,10
35,#,basic_latin,Courier,14,bold,10
36,$,basic_latin,Courier,14,bold,10
37,%,basic_latin,Courier,14,bold,10
38,&,basic_latin,Courier,14,bold,10
39,',basic_latin,Courier,14,bold,10
40,(,basic_latin,Courier,14,bold,10
41,),basic_latin,Courier,14,bold,10
42,*,basic_latin,Courier,14,bold,10
43,+,basic_latin,Courier,14,bold,10
44,",",basic_latin,Courier,14,bold,10
45,-,basic_latin,Courier,14,bold,10
46,.,basic_latin,Courier,14,bold,10
47,/,basic_latin,Courier,14,bold,10
58,:,basic_latin,Courier,14,bold,10
59,;,basic_latin,Courier,14,bold,10
60,<,basic_latin,Courier,14,bold,10
61,=,basic_latin,Courier,14,bold,10
62,>,basic_latin,Courier,14,bold,10
63,?,basic_latin,Courier,14,bold,10
64,@,basic_latin,Courier,14,bold,10
91,[,basic_latin,Courier,14,bold,10
92,\,basic_latin,Courier,14,bold,10
93,],basic_latin,Courier,14,bold,10
94,^,basic_latin,Courier,14,bold,10
95,_,basic_latin,Courier,14,bold,10
96,`,basic_latin,Courier,14,bold,10
123,{,basic_latin,Courier,14,bold,10
124,|,basic_latin,Courier,14,bold,10
125,},basic_latin,Courier,14,bold,10
126,~,basic_latin,Courier,14,bold,10
32, ,basic_latin,Courier,14,bold,10
1040,А,russian,Courier,14,bold,10
1041,Б,russian,Courier,14,bold,10
1042,В,russian,Courier,14,bold,10
1043,Г,russian,Courier,14,bold,10
1044,Д,russian,Courier,14,bold,10
1045,Е,russian,Courier,14,bold,10
1046,Ж,russian,Courier,14,bold,10
1047,З,russian,Courier,14,bold,10
1048,И,russian,Courier,14,bold,10
1049,Й,russian,Courier,14,bold,10
1050,К,russian,Courier,14,bold,10
1051,Л,russian,Courier,14,bold,10
1052,М,russian,Courier,14,bold,10
1053,Н,russian,Courier,14,bold,10
1054,О,russian,Courier,14,bold,10
1055,П,russian,Courier,14,bold,10
1056,Р,russian,Courier,14,bold,10
1057,С,russian,Courier,14,bold,10
1058,Т,russian,Courier,14,bold,10
1059,У,russian,Courier,14,bold,10
1060,Ф,russian,Courier,14,bold,10
1061,Х,russian,Courier,14,bold,10
1062,Ц,russian,Courier,14,bold,10
1063,Ч,russian,Courier,14,bold,10
1064,Ш,russian,Courier,14,bold,10
1065,Щ,russian,Courier,14,bold,10
1066,Ъ,russian,Courier,14,bold,10
1067,Ы,russian,Courier,14,bold,10
1068,Ь,russian,Courier,14,bold,10
1069,Э,russian,Courier,14,bold,10
1070,Ю,russian,Courier,14,bold,10
1071,Я,russian,Courier,14,bold,10
1072,а,russian,Courier,14,bold,10
1073,б,russian,Courier,14,bold,10
1074,в,russian,Courier,14,bold,10
1075,г,russian,Courier,14,bold,10
1076,д,russian,Courier,14,bold,10
1077,е,russian,Courier,14,bold,10
1078,ж,russian,Courier,14,bold,10
1079,з,russian,Courier,14,bold,10
1080,и,russian,Courier,14,bold,10
1081,й,russian,Courier,14,bold,10
1082,к,russian,Courier,14,bold,10
1083,л,russian,Courier,14,bold,10
1084,м,russian,Courier,14,bold,10
1085,н,russian,Courier,14,bold,10
1086,о,russian,Courier,14,bold,10
1087,п,russian,Courier,14,bold,10
1088,р,russian,Courier,14,bold,10
1089,с,russian,Courier,14,bold,10
1090,т,russian,Courier,14,bold,10
1091,у,russian,Courier,14,bold,10
1092,ф,russian,Courier,14,bold,10
1093,х,russian,Courier,14,bold,10
1094,ц,russian,Courier,14,bold,10
1095,ч,russian,Courier,14,bold,10
1096,ш,russian,Courier,14,bold,10
1097,щ,russian,Courier,14,bold,10
1098,ъ,russian,Courier,14,bold,10
1099,ы,russian,Courier,14,bold,10
1100,ь,russian,Courier,14,bold,10
1101,э,russian,Courier,14,bold,10
1102,ю,russian,Courier,14,bold,10
1103,я,russian,Courier,14,bold,10
48,0,russian,Courier,14,bold,10
49,1,russian,Courier,14,bold,10
50,2,russian,Courier,14,bold,10
51,3,russian,Courier,14,bold,10
52,4,russian,Courier,14,bold,10
53,5,russian,Courier,14,bold,10
54,6,russian,Courier,14,bold,10
55,7,russian,Courier,14,bold,10
56,8,russian,Courier,14,bold,10
57,9,russian,Courier,14,bold,10
33,!,russian,Courier,14,bold,10
34,"""",russian,Courier,14,bold,10
35,#,russian,Courier,14,bold,10
36,$,russian,Courier,14,bold,10
37,%,russian,Courier,14,bold,10
38,&,russian,Courier,14,bold,10
39,',russian,Courier,14,bold,10
40,(,russian,Courier,14,bold,10
41,),russian,Courier,14,bold,10
42,*,russian,Courier,14,bold,10
43,+,russian,Courier,14,bold,10
44,",",russian,Courier,14,bold,10
45,-,russian,Courier,14,bold,10
46,.,russian,Courier,14,bold,10
47,/,russian,Courier,14,bold,10
58,:,russian,Courier,14,bold,10
59,;,russian,Courier,14,bold,10
60,<,russian,Courier,14,bold,10
61,=,russian,Courier,14,bold,10
62,>,russian,Courier,14,bold,10
63,?,russian,Courier,14,bold,10
64,@,russian,Courier,14,bold,10
91,[,russian,Courier,14,bold,10
92,\,russian,Courier,14,bold,10
93,],russian,Courier,14,bold,10
94,^,russian,Courier,14,bold,10
95,_,russian,Courier,14,bold,10
96,`,russian,Courier,14,bold,10
123,{,russian,Courier,14,bold,10
124,|,russian,Courier,14,bold,10
125,},russian,Courier,14,bold,10
126,~,russian,Courier,14,bold,10
32, ,russian,Courier,14,bold,10
65,A,basic_latin,Courier,14,italic,16
66,B,basic_latin,Courier,14,italic,16
67,C,basic_latin,Courier,14,italic,16
68,D,basic_latin,Courier,14,italic,16
69,E,basic_latin,Courier,14,italic,16
70,F,basic_latin,Courier,14,italic,16
71,G,basic_latin,Courier,14,italic,16
72,H,basic_latin,Courier,14,italic,16
73,I,basic_latin,Courier,14,italic,16
74,J,basic_latin,Courier,14,italic,16
75,K,basic_latin,Courier,14,italic,16
76,L,basic_latin,Courier,14,italic,16
77,M,basic_latin,Courier,14,italic,16
78,N,basic_latin,Courier,14,italic,16
79,O,basic_latin,Courier,14,italic,16
80,P,basic_latin,Courier,14,italic,16
81,Q,basic_latin,Courier,14,italic,16
82,R,basic_latin,Courier,14,italic,16
83,S,basic_latin,Courier,14,italic,16
84,T,basic_latin,Courier,14,italic,16
85,U,basic_latin,Courier,14,italic,16
86,V,basic_latin,Courier,14,italic,16
87,W,basic_latin,Courier,14,italic,16
88,X,basic_latin,Courier,14,italic,16
89,Y,basic_latin,Courier,14,italic,16
90,Z,basic_latin,Courier,14,italic,16
97,a,basic_latin,Courier,14,italic,16
98,b,basic_latin,Courier,14,italic,16
99,c,basic_latin,Courier,14,italic,16
100,d,basic_latin,Courier,14,italic,16
101,e,basic_latin,Courier,14,italic,16
102,f,basic_latin,Courier,14,italic,16
103,g,basic_latin,Courier,14,italic,16
104,h,basic_latin,Courier,14,italic,16
105,i,basic_latin,Courier,14,italic,16
106,j,basic_latin,Courier,14,italic,16
107,k,basic_latin,Courier,14,italic,16
108,l,basic_latin,Courier,14,italic,16
109,m,basic_latin,Courier,14,italic,16
110,n,basic_latin,Courier,14,italic,16
111,o,basic_latin,Courier,14,italic,16
112,p,basic_latin,Courier,14,italic,16
113,q,basic_latin,Courier,14,italic,16
114,r,basic_latin,Courier,14,italic,16
115,s,basic_latin,Courier,14,italic,16
116,t,basic_latin,Courier,14,italic,16
117,u,basic_latin,Courier,14,italic,16
118,v,basic_latin,Courier,14,italic,16
119,w,basic_latin,Courier,14,italic,16
120,x,basic_latin,Courier,14,italic,16
121,y,basic_latin,Courier,14,italic,16
122,z,basic_latin,Courier,14,italic,16
48,0,basic_latin,Courier,14,italic,16
49,1,basic_latin,Courier,14,italic,16
50,2,basic_latin,Courier,14,italic,16
51,3,basic_latin,Courier,14,italic,16
52,4,basic_latin,Courier,14,italic,16
53,5,basic_latin,Courier,14,italic,16
54,6,basic_latin,Courier,14,italic,16
