text,width,alphabet,font_family,font_size,font_face,symbols_count,is_monospaced
Brother,60,latin,Times New Roman,14,italic,7,False
Purpose,64,latin,Times New Roman,14,italic,7,False
Score each,83,latin,Times New Roman,14,italic,10,False
Her need stop,107,latin,Times New Roman,14,italic,13,False
Role movie win,117,latin,Times New Roman,14,italic,14,False
Suggest page southern,174,latin,Times New Roman,14,italic,21,False
Scientist nation opportunity,210,latin,Times New Roman,14,italic,28,False
Peace technology officer relate,234,latin,Times New Roman,14,italic,31,False
Red information last everything,242,latin,Times New Roman,14,italic,31,False
Clearly,58,latin,Times New Roman,14,bold+italic,7,False
Brother,61,latin,Times New Roman,14,bold+italic,7,False
Purpose,65,latin,Times New Roman,14,bold+italic,7,False
Score each,85,latin,Times New Roman,14,bold+italic,10,False
Her need stop,109,latin,Times New Roman,14,bold+italic,13,False
Role movie win,126,latin,Times New Roman,14,bold+italic,14,False
Suggest page southern,179,latin,Times New Roman,14,bold+italic,21,False
Scientist nation opportunity,221,latin,Times New Roman,14,bold+italic,28,False
Peace technology officer relate,240,latin,Times New Roman,14,bold+italic,31,False
Red information last everything,253,latin,Times New Roman,14,bold+italic,31,False
Clearly,60,latin,Times New Roman,16,normal,7,False
Brother,64,latin,Times New Roman,16,normal,7,False
Purpose,68,latin,Times New Roman,16,normal,7,False
Score each,89,latin,Times New Roman,16,normal,10,False
Her need stop,114,latin,Times New Roman,16,normal,13,False
Role movie win,133,latin,Times New Roman,16,normal,14,False
Suggest page southern,185,latin,Times New Roman,16,normal,21,False
Scientist nation opportunity,230,latin,Times New Roman,16,normal,28,False
Peace technology officer relate,256,latin,Times New Roman,16,normal,31,False
Red information last everything,262,latin,Times New Roman,16,normal,31,False
Clearly,64,latin,Times New Roman,16,bold,7,False
Brother,70,latin,Times New Roman,16,bold,7,False
Purpose,73,latin,Times New Roman,16,bold,7,False
Score each,98,latin,Times New Roman,16,bold,10,False
Her need stop,123,latin,Times New Roman,16,bold,13,False
Role movie win,136,latin,Times New Roman,16,bold,14,False
Suggest page southern,200,latin,Times New Roman,16,bold,21,False
Scientist nation opportunity,244,latin,Times New Roman,16,bold,28,False
Peace technology officer relate,276,latin,Times New Roman,16,bold,31,False
Red information last everything,280,latin,Times New Roman,16,bold,31,False
Clearly,63,latin,Times New Roman,16,italic,7,False
Brother,68,latin,Times New Roman,16,italic,7,False
Purpose,72,latin,Times New Roman,16,italic,7,False
Score each,93,latin,Times New Roman,16,italic,10,False
Her need stop,119,latin,Times New Roman,16,italic,13,False
Role movie win,131,latin,Times New Roman,16,italic,14,False
Suggest page southern,194,latin,Times New Roman,16,italic,21,False
Scientist nation opportunity,239,latin,Times New Roman,16,italic,28,False
Peace technology officer relate,265,latin,Times New Roman,16,italic,31,False
Red information last everything,272,latin,Times New Roman,16,italic,31,False
Clearly,63,latin,Times New Roman,16,bold+italic,7,False
Brother,69,latin,Times New Roman,16,bold+italic,7,False
Purpose,72,latin,Times New Roman,16,bold+italic,7,False
Score each,95,latin,Times New Roman,16,bold+italic,10,False
Her need stop,120,latin,Times New Roman,16,bold+italic,13,False
Role movie win,132,latin,Times New Roman,16,bold+italic,14,False
Suggest page southern,199,latin,Times New Roman,16,bold+italic,21,False
Scientist nation opportunity,243,latin,Times New Roman,16,bold+italic,28,False
Peace technology officer relate,266,latin,Times New Roman,16,bold+italic,31,False
Red information last everything,276,latin,Times New Roman,16,bold+italic,31,False
Clearly,80,latin,Times New Roman,20,normal,7,False
Brother,84,latin,Times New Roman,20,normal,7,False
Purpose,88,latin,Times New Roman,20,normal,7,False
Score each,119,latin,Times New Roman,20,normal,10,False
Her need stop,152,latin,Times New Roman,20,normal,13,False
Role movie win,171,latin,Times New Roman,20,normal,14,False
Suggest page southern,242,latin,Times New Roman,20,normal,21,False
Scientist nation opportunity,305,latin,Times New Roman,20,normal,28,False
Peace technology officer relate,336,latin,Times New Roman,20,normal,31,False
Red information last everything,343,latin,Times New Roman,20,normal,31,False
Clearly,87,latin,Times New Roman,20,bold,7,False
Brother,92,latin,Times New Roman,20,bold,7,False
Purpose,96,latin,Times New Roman,20,bold,7,False
Score each,125,latin,Times New Roman,20,bold,10,False
Her need stop,162,latin,Times New Roman,20,bold,13,False
Role movie win,180,latin,Times New Roman,20,bold,14,False
Suggest page southern,259,latin,Times New Roman,20,bold,21,False
Scientist nation opportunity,327,latin,Times New Roman,20,bold,28,False
Peace technology officer relate,356,latin,Times New Roman,20,bold,31,False
Red information last everything,373,latin,Times New Roman,20,bold,31,False
Clearly,83,latin,Times New Roman,20,italic,7,False
Brother,88,latin,Times New Roman,20,italic,7,False
Purpose,93,latin,Times New Roman,20,italic,7,False
Score each,122,latin,Times New Roman,20,italic,10,False
Her need stop,157,latin,Times New Roman,20,italic,13,False
Role movie win,173,latin,Times New Roman,20,italic,14,False
Suggest page southern,253,latin,Times New Roman,20,italic,21,False
Scientist nation opportunity,316,latin,Times New Roman,20,italic,28,False
Peace technology officer relate,349,latin,Times New Roman,20,italic,31,False
Red information last everything,360,latin,Times New Roman,20,italic,31,False
Clearly,83,latin,Times New Roman,20,bold+italic,7,False
Brother,90,latin,Times New Roman,20,bold+italic,7,False
Purpose,95,latin,Times New Roman,20,bold+italic,7,False
Score each,125,latin,Times New Roman,20,bold+italic,10,False
Her need stop,159,latin,Times New Roman,20,bold+italic,13,False
Role movie win,175,latin,Times New Roman,20,bold+italic,14,False
Suggest page southern,259,latin,Times New Roman,20,bold+italic,21,False
Scientist nation opportunity,319,latin,Times New Roman,20,bold+italic,28,False
Peace technology officer relate,353,latin,Times New Roman,20,bold+italic,31,False
Red information last everything,364,latin,Times New Roman,20,bold+italic,31,False
Clearly,43,latin,Verdana,9,normal,7,False
Brother,47,latin,Verdana,9,normal,7,False
Purpose,52,latin,Verdana,9,normal,7,False
Score each,69,latin,Verdana,9,normal,10,False
Her need stop,90,latin,Verdana,9,normal,13,False
Role movie win,94,latin,Verdana,9,normal,14,False
Suggest page southern,149,latin,Verdana,9,normal,21,False
Scientist nation opportunity,174,latin,Verdana,9,normal,28,False
Peace technology officer relate,194,latin,Verdana,9,normal,31,False
Red information last everything,197,latin,Verdana,9,normal,31,False
Clearly,47,latin,Verdana,9,bold,7,False
Brother,50,latin,Verdana,9,bold,7,False
Purpose,54,latin,Verdana,9,bold,7,False
Score each,73,latin,Verdana,9,bold,10,False
Her need stop,92,latin,Verdana,9,bold,13,False
Role movie win,101,latin,Verdana,9,bold,14,False
Suggest page southern,151,latin,Verdana,9,bold,21,False
Scientist nation opportunity,182,latin,Verdana,9,bold,28,False
Peace technology officer relate,206,latin,Verdana,9,bold,31,False
Red information last everything,208,latin,Verdana,9,bold,31,False
Clearly,41,latin,Verdana,9,italic,7,False
Brother,46,latin,Verdana,9,italic,7,False
Purpose,48,latin,Verdana,9,italic,7,False
Score each,65,latin,Verdana,9,italic,10,False
Her need stop,84,latin,Verdana,9,italic,13,False
Role movie win,90,latin,Verdana,9,italic,14,False
Suggest page southern,140,latin,Verdana,9,italic,21,False
Scientist nation opportunity,168,latin,Verdana,9,italic,28,False
Peace technology officer relate,181,latin,Verdana,9,italic,31,False
Red information last everything,189,latin,Verdana,9,italic,31,False
Clearly,48,latin,Verdana,9,bold+italic,7,False
Brother,52,latin,Verdana,9,bold+italic,7,False
Purpose,55,latin,Verdana,9,bold+italic,7,False
Score each,73,latin,Verdana,9,bold+italic,10,False
Her need stop,93,latin,Verdana,9,bold+italic,13,False
Role movie win,105,latin,Verdana,9,bold+italic,14,False
Suggest page southern,154,latin,Verdana,9,bold+italic,21,False
Scientist nation opportunity,187,latin,Verdana,9,bold+italic,28,False
Peace technology officer relate,209,latin,Verdana,9,bold+italic,31,False
Red information last everything,216,latin,Verdana,9,bold+italic,31,False
Clearly,50,latin,Verdana,11,normal,7,False
Brother,56,latin,Verdana,11,normal,7,False
Purpose,60,latin,Verdana,11,normal,7,False
Score each,83,latin,Verdana,11,normal,10,False
Her need stop,105,latin,Verdana,11,normal,13,False
Role movie win,113,latin,Verdana,11,normal,14,False
Suggest page southern,172,latin,Verdana,11,normal,21,False
Scientist nation opportunity,204,latin,Verdana,11,normal,28,False
Peace technology officer relate,229,latin,Verdana,11,normal,31,False
Red information last everything,232,latin,Verdana,11,normal,31,False
Clearly,56,latin,Verdana,11,bold,7,False
Brother,62,latin,Verdana,11,bold,7,False
Purpose,67,latin,Verdana,11,bold,7,False
Score each,89,latin,Verdana,11,bold,10,False
Her need stop,115,latin,Verdana,11,bold,13,False
Role movie win,124,latin,Verdana,11,bold,14,False
Suggest page southern,190,latin,Verdana,11,bold,21,False
Scientist nation opportunity,226,latin,Verdana,11,bold,28,False
Peace technology officer relate,252,latin,Verdana,11,bold,31,False
Red information last everything,259,latin,Verdana,11,bold,31,False
Clearly,52,latin,Verdana,11,italic,7,False
Brother,56,latin,Verdana,11,italic,7,False
Purpose,59,latin,Verdana,11,italic,7,False
Score each,82,latin,Verdana,11,italic,10,False
Her need stop,104,latin,Verdana,11,italic,13,False
Role movie win,113,latin,Verdana,11,italic,14,False
Suggest page southern,171,latin,Verdana,11,italic,21,False
Scientist nation opportunity,206,latin,Verdana,11,italic,28,False
Peace technology officer relate,231,latin,Verdana,11,italic,31,False
Red information last everything,235,latin,Verdana,11,italic,31,False
Clearly,57,latin,Verdana,11,bold+italic,7,False
Brother,63,latin,Verdana,11,bold+italic,7,False
Purpose,66,latin,Verdana,11,bold+italic,7,False
Score each,91,latin,Verdana,11,bold+italic,10,False
Her need stop,116,latin,Verdana,11,bold+italic,13,False
Role movie win,125,latin,Verdana,11,bold+italic,14,False
Suggest page southern,190,latin,Verdana,11,bold+italic,21,False
Scientist nation opportunity,228,latin,Verdana,11,bold+italic,28,False
Peace technology officer relate,254,latin,Verdana,11,bold+italic,31,False
Red information last everything,259,latin,Verdana,11,bold+italic,31,False
Clearly,56,latin,Verdana,12,normal,7,False
Brother,60,latin,Verdana,12,normal,7,False
Purpose,65,latin,Verdana,12,normal,7,False
Score each,88,latin,Verdana,12,normal,10,False
Her need stop,116,latin,Verdana,12,normal,13,False
Role movie win,125,latin,Verdana,12,normal,14,False
Suggest page southern,190,latin,Verdana,12,normal,21,False
Scientist nation opportunity,229,latin,Verdana,12,normal,28,False
Peace technology officer relate,254,latin,Verdana,12,normal,31,False
Red information last everything,260,latin,Verdana,12,normal,31,False
Clearly,60,latin,Verdana,12,bold,7,False
Brother,68,latin,Verdana,12,bold,7,False
Purpose,73,latin,Verdana,12,bold,7,False
Score each,97,latin,Verdana,12,bold,10,False
Her need stop,124,latin,Verdana,12,bold,13,False
Role movie win,132,latin,Verdana,12,bold,14,False
Suggest page southern,204,latin,Verdana,12,bold,21,False
Scientist nation opportunity,240,latin,Verdana,12,bold,28,False
Peace technology officer relate,274,latin,Verdana,12,bold,31,False
Red information last everything,276,latin,Verdana,12,bold,31,False
Clearly,57,latin,Verdana,12,italic,7,False
Brother,61,latin,Verdana,12,italic,7,False
Purpose,65,latin,Verdana,12,italic,7,False
Score each,90,latin,Verdana,12,italic,10,False
Her need stop,116,latin,Verdana,12,italic,13,False
Role movie win,126,latin,Verdana,12,italic,14,False
Suggest page southern,190,latin,Verdana,12,italic,21,False
Scientist nation opportunity,231,latin,Verdana,12,italic,28,False
Peace technology officer relate,257,latin,Verdana,12,italic,31,False
Red information last everything,260,latin,Verdana,12,italic,31,False
Clearly,62,latin,Verdana,12,bold+italic,7,False
Brother,69,latin,Verdana,12,bold+italic,7,False
Purpose,72,latin,Verdana,12,bold+italic,7,False
Score each,97,latin,Verdana,12,bold+italic,10,False
Her need stop,124,latin,Verdana,12,bold+italic,13,False
Role movie win,131,latin,Verdana,12,bold+italic,14,False
Suggest page southern,204,latin,Verdana,12,bold+italic,21,False
Scientist nation opportunity,242,latin,Verdana,12,bold+italic,28,False
Peace technology officer relate,273,latin,Verdana,12,bold+italic,31,False
Red information last everything,275,latin,Verdana,12,bold+italic,31,False
Clearly,66,latin,Verdana,14,normal,7,False
Brother,71,latin,Verdana,14,normal,7,False
Purpose,76,latin,Verdana,14,normal,7,False
Score each,105,latin,Verdana,14,normal,10,False
Her need stop,134,latin,Verdana,14,normal,13,False
Role movie win,148,latin,Verdana,14,normal,14,False
Suggest page southern,221,latin,Verdana,14,normal,21,False
Scientist nation opportunity,267,latin,Verdana,14,normal,28,False
Peace technology officer relate,295,latin,Verdana,14,normal,31,False
Red information last everything,303,latin,Verdana,14,normal,31,False
Clearly,75,latin,Verdana,14,bold,7,False
Brother,81,latin,Verdana,14,bold,7,False
Purpose,87,latin,Verdana,14,bold,7,False
Score each,118,latin,Verdana,14,bold,10,False
Her need stop,151,latin,Verdana,14,bold,13,False
Role movie win,167,latin,Verdana,14,bold,14,False
Suggest page southern,250,latin,Verdana,14,bold,21,False
Scientist nation opportunity,305,latin,Verdana,14,bold,28,False
Peace technology officer relate,337,latin,Verdana,14,bold,31,False
Red information last everything,345,latin,Verdana,14,bold,31,False
Clearly,65,latin,Verdana,14,italic,7,False
Brother,73,latin,Verdana,14,italic,7,False
Purpose,76,latin,Verdana,14,italic,7,False
Score each,105,latin,Verdana,14,italic,10,False
Her need stop,134,latin,Verdana,14,italic,13,False
Role movie win,145,latin,Verdana,14,italic,14,False
Suggest page southern,221,latin,Verdana,14,italic,21,False
Scientist nation opportunity,264,latin,Verdana,14,italic,28,False
Peace technology officer relate,292,latin,Verdana,14,italic,31,False
Red information last everything,299,latin,Verdana,14,italic,31,False
Clearly,77,latin,Verdana,14,bold+italic,7,False
Brother,82,latin,Verdana,14,bold+italic,7,False
Purpose,87,latin,Verdana,14,bold+italic,7,False
Score each,118,latin,Verdana,14,bold+italic,10,False
Her need stop,151,latin,Verdana,14,bold+italic,13,False
Role movie win,167,latin,Verdana,14,bold+italic,14,False
Suggest page southern,250,latin,Verdana,14,bold+italic,21,False
Scientist nation opportunity,307,latin,Verdana,14,bold+italic,28,False
Peace technology officer relate,337,latin,Verdana,14,bold+italic,31,False
Red information last everything,345,latin,Verdana,14,bold+italic,31,False
Clearly,74,latin,Verdana,16,normal,7,False
Brother,79,latin,Verdana,16,normal,7,False
Purpose,85,latin,Verdana,16,normal,7,False
Score each,117,latin,Verdana,16,normal,10,False
Her need stop,149,latin,Verdana,16,normal,13,False
Role movie win,161,latin,Verdana,16,normal,14,False
Suggest page southern,244,latin,Verdana,16,normal,21,False
Scientist nation opportunity,291,latin,Verdana,16,normal,28,False
Peace technology officer relate,327,latin,Verdana,16,normal,31,False
Red information last everything,333,latin,Verdana,16,normal,31,False
Clearly,81,latin,Verdana,16,bold,7,False
Brother,89,latin,Verdana,16,bold,7,False
Purpose,95,latin,Verdana,16,bold,7,False
Score each,127,latin,Verdana,16,bold,10,False
Her need stop,165,latin,Verdana,16,bold,13,False
Role movie win,179,latin,Verdana,16,bold,14,False
Suggest page southern,273,latin,Verdana,16,bold,21,False
Scientist nation opportunity,330,latin,Verdana,16,bold,28,False
Peace technology officer relate,364,latin,Verdana,16,bold,31,False
Red information last everything,374,latin,Verdana,16,bold,31,False
Clearly,75,latin,Verdana,16,italic,7,False
Brother,81,latin,Verdana,16,italic,7,False
Purpose,85,latin,Verdana,16,italic,7,False
Score each,117,latin,Verdana,16,italic,10,False
Her need stop,149,latin,Verdana,16,italic,13,False
Role movie win,161,latin,Verdana,16,italic,14,False
Suggest page southern,244,latin,Verdana,16,italic,21,False
Scientist nation opportunity,292,latin,Verdana,16,italic,28,False
Peace technology officer relate,327,latin,Verdana,16,italic,31,False
Red information last everything,333,latin,Verdana,16,italic,31,False
Clearly,82,latin,Verdana,16,bold+italic,7,False
Brother,90,latin,Verdana,16,bold+italic,7,False
Purpose,95,latin,Verdana,16,bold+italic,7,False
Score each,127,latin,Verdana,16,bold+italic,10,False
Her need stop,165,latin,Verdana,16,bold+italic,13,False
Role movie win,179,latin,Verdana,16,bold+italic,14,False
Suggest page southern,273,latin,Verdana,16,bold+italic,21,False
Scientist nation opportunity,331,latin,Verdana,16,bold+italic,28,False
Peace technology officer relate,364,latin,Verdana,16,bold+italic,31,False
Red information last everything,374,latin,Verdana,16,bold+italic,31,False
Clearly,93,latin,Verdana,20,normal,7,False
Brother,103,latin,Verdana,20,normal,7,False
Purpose,108,latin,Verdana,20,normal,7,False
Score each,149,latin,Verdana,20,normal,10,False
Her need stop,192,latin,Verdana,20,normal,13,False
Role movie win,205,latin,Verdana,20,normal,14,False
Suggest page southern,316,latin,Verdana,20,normal,21,False
Scientist nation opportunity,376,latin,Verdana,20,normal,28,False
Peace technology officer relate,418,latin,Verdana,20,normal,31,False
Red information last everything,430,latin,Verdana,20,normal,31,False
Clearly,105,latin,Verdana,20,bold,7,False
Brother,115,latin,Verdana,20,bold,7,False
Purpose,124,latin,Verdana,20,bold,7,False
Score each,165,latin,Verdana,20,bold,10,False
Her need stop,212,latin,Verdana,20,bold,13,False
Role movie win,232,latin,Verdana,20,bold,14,False
Suggest page southern,349,latin,Verdana,20,bold,21,False
Scientist nation opportunity,422,latin,Verdana,20,bold,28,False
Peace technology officer relate,470,latin,Verdana,20,bold,31,False
Red information last everything,480,latin,Verdana,20,bold,31,False
Clearly,94,latin,Verdana,20,italic,7,False
Brother,105,latin,Verdana,20,italic,7,False
Purpose,108,latin,Verdana,20,italic,7,False
Score each,149,latin,Verdana,20,italic,10,False
Her need stop,192,latin,Verdana,20,italic,13,False
Role movie win,205,latin,Verdana,20,italic,14,False
Suggest page southern,316,latin,Verdana,20,italic,21,False
Scientist nation opportunity,377,latin,Verdana,20,italic,28,False
Peace technology officer relate,418,latin,Verdana,20,italic,31,False
Red information last everything,430,latin,Verdana,20,italic,31,False
Clearly,106,latin,Verdana,20,bold+italic,7,False
Brother,117,latin,Verdana,20,bold+italic,7,False
Purpose,124,latin,Verdana,20,bold+italic,7,False
Score each,165,latin,Verdana,20,bold+italic,10,False
Her need stop,212,latin,Verdana,20,bold+italic,13,False
Role movie win,232,latin,Verdana,20,bold+italic,14,False
Suggest page southern,349,latin,Verdana,20,bold+italic,21,False
Scientist nation opportunity,423,latin,Verdana,20,bold+italic,28,False
Peace technology officer relate,470,latin,Verdana,20,bold+italic,31,False
Red information last everything,480,latin,Verdana,20,bold+italic,31,False
Brother,49,latin,Lucida Console,9,normal,7,True
Clearly,49,latin,Lucida Console,9,normal,7,True
Purpose,49,latin,Lucida Console,9,normal,7,True
Score each,70,latin,Lucida Console,9,normal,10,True
Her need stop,91,latin,Lucida Console,9,normal,13,True
Role movie win,98,latin,Lucida Console,9,normal,14,True
Suggest page southern,147,latin,Lucida Console,9,normal,21,True
Scientist nation opportunity,196,latin,Lucida Console,9,normal,28,True
Peace technology officer relate,217,latin,Lucida Console,9,normal,31,True
Red information last everything,217,latin,Lucida Console,9,normal,31,True
Brother,56,latin,Lucida Console,9,bold,7,True
Clearly,56,latin,Lucida Console,9,bold,7,True
Purpose,56,latin,Lucida Console,9,bold,7,True
Score each,80,latin,Lucida Console,9,bold,10,True
Her need stop,104,latin,Lucida Console,9,bold,13,True
Role movie win,112,latin,Lucida Console,9,bold,14,True
Suggest page southern,168,latin,Lucida Console,9,bold,21,True
Scientist nation opportunity,224,latin,Lucida Console,9,bold,28,True
Peace technology officer relate,248,latin,Lucida Console,9,bold,31,True
Red information last everything,248,latin,Lucida Console,9,bold,31,True
Brother,50,latin,Lucida Console,9,italic,7,True
Purpose,50,latin,Lucida Console,9,italic,7,True
Clearly,51,latin,Lucida Console,9,italic,7,True
Score each,71,latin,Lucida Console,9,italic,10,True
Her need stop,92,latin,Lucida Console,9,italic,13,True
Role movie win,99,latin,Lucida Console,9,italic,14,True
Suggest page southern,148,latin,Lucida Console,9,italic,21,True
Scientist nation opportunity,198,latin,Lucida Console,9,italic,28,True
Peace technology officer relate,218,latin,Lucida Console,9,italic,31,True
Red information last everything,219,latin,Lucida Console,9,italic,31,True
Brother,57,latin,Lucida Console,9,bold+italic,7,True
Purpose,58,latin,Lucida Console,9,bold+italic,7,True
Clearly,59,latin,Lucida Console,9,bold+italic,7,True
Score each,82,latin,Lucida Console,9,bold+italic,10,True
Her need stop,106,latin,Lucida Console,9,bold+italic,13,True
Role movie win,114,latin,Lucida Console,9,bold+italic,14,True
Suggest page southern,170,latin,Lucida Console,9,bold+italic,21,True
Scientist nation opportunity,227,latin,Lucida Console,9,bold+italic,28,True
Peace technology officer relate,250,latin,Lucida Console,9,bold+italic,31,True
Red information last everything,250,latin,Lucida Console,9,bold+italic,31,True
Brother,63,latin,Lucida Console,11,normal,7,True
Clearly,63,latin,Lucida Console,11,normal,7,True
Purpose,63,latin,Lucida Console,11,normal,7,True
Score each,90,latin,Lucida Console,11,normal,10,True
Her need stop,117,latin,Lucida Console,11,normal,13,True
Role movie win,126,latin,Lucida Console,11,normal,14,True
Suggest page southern,189,latin,Lucida Console,11,normal,21,True
Scientist nation opportunity,252,latin,Lucida Console,11,normal,28,True
Peace technology officer relate,279,latin,Lucida Console,11,normal,31,True
Red information last everything,279,latin,Lucida Console,11,normal,31,True
Brother,70,latin,Lucida Console,11,bold,7,True
Clearly,70,latin,Lucida Console,11,bold,7,True
Purpose,70,latin,Lucida Console,11,bold,7,True
Score each,100,latin,Lucida Console,11,bold,10,True
Her need stop,130,latin,Lucida Console,11,bold,13,True
Role movie win,140,latin,Lucida Console,11,bold,14,True
Suggest page southern,210,latin,Lucida Console,11,bold,21,True
Scientist nation opportunity,280,latin,Lucida Console,11,bold,28,True
Peace technology officer relate,310,latin,Lucida Console,11,bold,31,True
Red information last everything,310,latin,Lucida Console,11,bold,31,True
Brother,65,latin,Lucida Console,11,italic,7,True
Purpose,65,latin,Lucida Console,11,italic,7,True
Clearly,66,latin,Lucida Console,11,italic,7,True
Score each,92,latin,Lucida Console,11,italic,10,True
Her need stop,118,latin,Lucida Console,11,italic,13,True
Role movie win,128,latin,Lucida Console,11,italic,14,True
Suggest page southern,191,latin,Lucida Console,11,italic,21,True
Scientist nation opportunity,255,latin,Lucida Console,11,italic,28,True
Peace technology officer relate,281,latin,Lucida Console,11,italic,31,True
Red information last everything,281,latin,Lucida Console,11,italic,31,True
Brother,72,latin,Lucida Console,11,bold+italic,7,True
Purpose,72,latin,Lucida Console,11,bold+italic,7,True
Clearly,74,latin,Lucida Console,11,bold+italic,7,True
Score each,102,latin,Lucida Console,11,bold+italic,10,True
Her need stop,132,latin,Lucida Console,11,bold+italic,13,True
Role movie win,142,latin,Lucida Console,11,bold+italic,14,True
Suggest page southern,212,latin,Lucida Console,11,bold+italic,21,True
Scientist nation opportunity,284,latin,Lucida Console,11,bold+italic,28,True
Peace technology officer relate,312,latin,Lucida Console,11,bold+italic,31,True
Red information last everything,313,latin,Lucida Console,11,bold+italic,31,True
Brother,70,latin,Lucida Console,12,normal,7,True
Clearly,70,latin,Lucida Console,12,normal,7,True
Purpose,70,latin,Lucida Console,12,normal,7,True
Score each,100,latin,Lucida Console,12,normal,10,True
Her need stop,130,latin,Lucida Console,12,normal,13,True
Role movie win,140,latin,Lucida Console,12,normal,14,True
Suggest page southern,210,latin,Lucida Console,12,normal,21,True
Scientist nation opportunity,280,latin,Lucida Console,12,normal,28,True
Peace technology officer relate,310,latin,Lucida Console,12,normal,31,True
Red information last everything,310,latin,Lucida Console,12,normal,31,True
Brother,77,latin,Lucida Console,12,bold,7,True
Clearly,77,latin,Lucida Console,12,bold,7,True
Purpose,77,latin,Lucida Console,12,bold,7,True
Score each,110,latin,Lucida Console,12,bold,10,True
Her need stop,143,latin,Lucida Console,12,bold,13,True
Role movie win,154,latin,Lucida Console,12,bold,14,True
Suggest page southern,231,latin,Lucida Console,12,bold,21,True
Scientist nation opportunity,308,latin,Lucida Console,12,bold,28,True
Peace technology officer relate,341,latin,Lucida Console,12,bold,31,True
Red information last everything,341,latin,Lucida Console,12,bold,31,True
Brother,71,latin,Lucida Console,12,italic,7,True
Purpose,71,latin,Lucida Console,12,italic,7,True
Clearly,73,latin,Lucida Console,12,italic,7,True
Score each,102,latin,Lucida Console,12,italic,10,True
Her need stop,131,latin,Lucida Console,12,italic,13,True
Role movie win,142,latin,Lucida Console,12,italic,14,True
Suggest page southern,212,latin,Lucida Console,12,italic,21,True
Scientist nation opportunity,283,latin,Lucida Console,12,italic,28,True
Peace technology officer relate,311,latin,Lucida Console,12,italic,31,True
Red information last everything,312,latin,Lucida Console,12,italic,31,True
Brother,79,latin,Lucida Console,12,bold+italic,7,True
Purpose,79,latin,Lucida Console,12,bold+italic,7,True
Clearly,81,latin,Lucida Console,12,bold+italic,7,True
Score each,113,latin,Lucida Console,12,bold+italic,10,True
Her need stop,145,latin,Lucida Console,12,bold+italic,13,True
Role movie win,157,latin,Lucida Console,12,bold+italic,14,True
Suggest page southern,234,latin,Lucida Console,12,bold+italic,21,True
Scientist nation opportunity,312,latin,Lucida Console,12,bold+italic,28,True
Peace technology officer relate,343,latin,Lucida Console,12,bold+italic,31,True
Red information last everything,343,latin,Lucida Console,12,bold+italic,31,True
Brother,77,latin,Lucida Console,14,normal,7,True
Clearly,77,latin,Lucida Console,14,normal,7,True
Purpose,77,latin,Lucida Console,14,normal,7,True
Score each,110,latin,Lucida Console,14,normal,10,True
Her need stop,143,latin,Lucida Console,14,normal,13,True
Role movie win,154,latin,Lucida Console,14,normal,14,True
Suggest page southern,231,latin,Lucida Console,14,normal,21,True
Scientist nation opportunity,308,latin,Lucida Console,14,normal,28,True
Peace technology officer relate,341,latin,Lucida Console,14,normal,31,True
Red information last everything,341,latin,Lucida Console,14,normal,31,True
Brother,84,latin,Lucida Console,14,bold,7,True
Clearly,84,latin,Lucida Console,14,bold,7,True
Purpose,84,latin,Lucida Console,14,bold,7,True
Score each,120,latin,Lucida Console,14,bold,10,True
Her need stop,156,latin,Lucida Console,14,bold,13,True
Role movie win,168,latin,Lucida Console,14,bold,14,True
Suggest page southern,252,latin,Lucida Console,14,bold,21,True
Scientist nation opportunity,336,latin,Lucida Console,14,bold,28,True
Peace technology officer relate,372,latin,Lucida Console,14,bold,31,True
Red information last everything,372,latin,Lucida Console,14,bold,31,True
Purpose,78,latin,Lucida Console,14,italic,7,True
Brother,79,latin,Lucida Console,14,italic,7,True
Clearly,80,latin,Lucida Console,14,italic,7,True
Score each,112,latin,Lucida Console,14,italic,10,True
Her need stop,144,latin,Lucida Console,14,italic,13,True
Role movie win,156,latin,Lucida Console,14,italic,14,True
Suggest page southern,233,latin,Lucida Console,14,italic,21,True
Scientist nation opportunity,311,latin,Lucida Console,14,italic,28,True
Peace technology officer relate,342,latin,Lucida Console,14,italic,31,True
Red information last everything,343,latin,Lucida Console,14,italic,31,True
Brother,86,latin,Lucida Console,14,bold+italic,7,True
Purpose,86,latin,Lucida Console,14,bold+italic,7,True
Clearly,87,latin,Lucida Console,14,bold+italic,7,True
Score each,123,latin,Lucida Console,14,bold+italic,10,True
Her need stop,158,latin,Lucida Console,14,bold+italic,13,True
Role movie win,171,latin,Lucida Console,14,bold+italic,14,True
Suggest page southern,255,latin,Lucida Console,14,bold+italic,21,True
Scientist nation opportunity,339,latin,Lucida Console,14,bold+italic,28,True
Peace technology officer relate,374,latin,Lucida Console,14,bold+italic,31,True
Red information last everything,375,latin,Lucida Console,14,bold+italic,31,True
Brother,91,latin,Lucida Console,16,normal,7,True
Clearly,91,latin,Lucida Console,16,normal,7,True
Purpose,91,latin,Lucida Console,16,normal,7,True
Score each,130,latin,Lucida Console,16,normal,10,True
Her need stop,169,latin,Lucida Console,16,normal,13,True
Role movie win,182,latin,Lucida Console,16,normal,14,True
Suggest page southern,273,latin,Lucida Console,16,normal,21,True
Scientist nation opportunity,364,latin,Lucida Console,16,normal,28,True
Peace technology officer relate,403,latin,Lucida Console,16,normal,31,True
Red information last everything,403,latin,Lucida Console,16,normal,31,True
