text,width,alphabet,font_family,font_size,font_face,symbols_count,is_monospaced
Team activity result race Mr environment political born itself law,581,latin,Rockwell,14,bold+italic,66,False
Purpose,80,latin,Rockwell,16,normal,7,False
Out major born guy,189,latin,Rockwell,16,normal,18,False
Claim well two truth,191,latin,Rockwell,16,normal,20,False
Medical current hear,202,latin,Rockwell,16,normal,20,False
Blood personal success,226,latin,Rockwell,16,normal,22,False
Quality throughout beautiful,270,latin,Rockwell,16,normal,28,False
Measure ago current practice,285,latin,Rockwell,16,normal,28,False
Who up sense ready require human,346,latin,Rockwell,16,normal,32,False
According south recently future choice,375,latin,Rockwell,16,normal,38,False
Whatever from behavior benefit suggest,388,latin,Rockwell,16,normal,38,False
Animal direction eye bag do big everyone,407,latin,Rockwell,16,normal,40,False
Wall then fire pretty how trip learn enter east,431,latin,Rockwell,16,normal,47,False
Network open according remain arrive attack all,465,latin,Rockwell,16,normal,47,False
Player half have decide environment view possible,489,latin,Rockwell,16,normal,49,False
Form method everything magazine much rich think office,548,latin,Rockwell,16,normal,54,False
No enjoy once today human despite young meeting before,563,latin,Rockwell,16,normal,54,False
Cell contain leg themselves away space task better present,568,latin,Rockwell,16,normal,58,False
Range successful simply director allow firm environment decision,633,latin,Rockwell,16,normal,64,False
Able hospital unit size expect recent room situation product main,623,latin,Rockwell,16,normal,65,False
Team activity result race Mr environment political born itself law,616,latin,Rockwell,16,normal,66,False
Purpose,84,latin,Rockwell,16,bold,7,False
Out major born guy,199,latin,Rockwell,16,bold,18,False
Claim well two truth,206,latin,Rockwell,16,bold,20,False
Medical current hear,216,latin,Rockwell,16,bold,20,False
Blood personal success,240,latin,Rockwell,16,bold,22,False
Quality throughout beautiful,289,latin,Rockwell,16,bold,28,False
Measure ago current practice,302,latin,Rockwell,16,bold,28,False
Who up sense ready require human,361,latin,Rockwell,16,bold,32,False
According south recently future choice,395,latin,Rockwell,16,bold,38,False
Whatever from behavior benefit suggest,408,latin,Rockwell,16,bold,38,False
Animal direction eye bag do big everyone,423,latin,Rockwell,16,bold,40,False
Wall then fire pretty how trip learn enter east,453,latin,Rockwell,16,bold,47,False
Network open according remain arrive attack all,496,latin,Rockwell,16,bold,47,False
Player half have decide environment view possible,518,latin,Rockwell,16,bold,49,False
No enjoy once today human despite young meeting before,590,latin,Rockwell,16,bold,54,False
Form method everything magazine much rich think office,591,latin,Rockwell,16,bold,54,False
Cell contain leg themselves away space task better present,602,latin,Rockwell,16,bold,58,False
Range successful simply director allow firm environment decision,678,latin,Rockwell,16,bold,64,False
Able hospital unit size expect recent room situation product main,663,latin,Rockwell,16,bold,65,False
Team activity result race Mr environment political born itself law,664,latin,Rockwell,16,bold,66,False
Purpose,78,latin,Rockwell,16,italic,7,False
Out major born guy,186,latin,Rockwell,16,italic,18,False
Claim well two truth,189,latin,Rockwell,16,italic,20,False
Medical current hear,202,latin,Rockwell,16,italic,20,False
Blood personal success,223,latin,Rockwell,16,italic,22,False
Quality throughout beautiful,267,latin,Rockwell,16,italic,28,False
Measure ago current practice,281,latin,Rockwell,16,italic,28,False
Who up sense ready require human,340,latin,Rockwell,16,italic,32,False
According south recently future choice,371,latin,Rockwell,16,italic,38,False
Whatever from behavior benefit suggest,381,latin,Rockwell,16,italic,38,False
Animal direction eye bag do big everyone,403,latin,Rockwell,16,italic,40,False
Wall then fire pretty how trip learn enter east,424,latin,Rockwell,16,italic,47,False
Network open according remain arrive attack all,458,latin,Rockwell,16,italic,47,False
Player half have decide environment view possible,481,latin,Rockwell,16,italic,49,False
Form method everything magazine much rich think office,542,latin,Rockwell,16,italic,54,False
No enjoy once today human despite young meeting before,559,latin,Rockwell,16,italic,54,False
Cell contain leg themselves away space task better present,557,latin,Rockwell,16,italic,58,False
Range successful simply director allow firm environment decision,622,latin,Rockwell,16,italic,64,False
Able hospital unit size expect recent room situation product main,617,latin,Rockwell,16,italic,65,False
Team activity result race Mr environment political born itself law,607,latin,Rockwell,16,italic,66,False
Purpose,83,latin,Rockwell,16,bold+italic,7,False
Out major born guy,198,latin,Rockwell,16,bold+italic,18,False
Claim well two truth,203,latin,Rockwell,16,bold+italic,20,False
Medical current hear,215,latin,Rockwell,16,bold+italic,20,False
Blood personal success,234,latin,Rockwell,16,bold+italic,22,False
Quality throughout beautiful,289,latin,Rockwell,16,bold+italic,28,False
Measure ago current practice,297,latin,Rockwell,16,bold+italic,28,False
Who up sense ready require human,356,latin,Rockwell,16,bold+italic,32,False
According south recently future choice,389,latin,Rockwell,16,bold+italic,38,False
Whatever from behavior benefit suggest,402,latin,Rockwell,16,bold+italic,38,False
Animal direction eye bag do big everyone,420,latin,Rockwell,16,bold+italic,40,False
Wall then fire pretty how trip learn enter east,450,latin,Rockwell,16,bold+italic,47,False
Network open according remain arrive attack all,487,latin,Rockwell,16,bold+italic,47,False
Player half have decide environment view possible,510,latin,Rockwell,16,bold+italic,49,False
Form method everything magazine much rich think office,579,latin,Rockwell,16,bold+italic,54,False
No enjoy once today human despite young meeting before,586,latin,Rockwell,16,bold+italic,54,False
Cell contain leg themselves away space task better present,591,latin,Rockwell,16,bold+italic,58,False
Range successful simply director allow firm environment decision,664,latin,Rockwell,16,bold+italic,64,False
Able hospital unit size expect recent room situation product main,653,latin,Rockwell,16,bold+italic,65,False
Team activity result race Mr environment political born itself law,655,latin,Rockwell,16,bold+italic,66,False
Purpose,100,latin,Rockwell,20,normal,7,False
Out major born guy,242,latin,Rockwell,20,normal,18,False
Claim well two truth,248,latin,Rockwell,20,normal,20,False
Medical current hear,258,latin,Rockwell,20,normal,20,False
Blood personal success,286,latin,Rockwell,20,normal,22,False
Quality throughout beautiful,346,latin,Rockwell,20,normal,28,False
Measure ago current practice,363,latin,Rockwell,20,normal,28,False
Who up sense ready require human,439,latin,Rockwell,20,normal,32,False
According south recently future choice,477,latin,Rockwell,20,normal,38,False
Whatever from behavior benefit suggest,497,latin,Rockwell,20,normal,38,False
Animal direction eye bag do big everyone,523,latin,Rockwell,20,normal,40,False
Wall then fire pretty how trip learn enter east,553,latin,Rockwell,20,normal,47,False
Network open according remain arrive attack all,596,latin,Rockwell,20,normal,47,False
Player half have decide environment view possible,628,latin,Rockwell,20,normal,49,False
Form method everything magazine much rich think office,702,latin,Rockwell,20,normal,54,False
No enjoy once today human despite young meeting before,719,latin,Rockwell,20,normal,54,False
Cell contain leg themselves away space task better present,727,latin,Rockwell,20,normal,58,False
Range successful simply director allow firm environment decision,808,latin,Rockwell,20,normal,64,False
Able hospital unit size expect recent room situation product main,798,latin,Rockwell,20,normal,65,False
Team activity result race Mr environment political born itself law,793,latin,Rockwell,20,normal,66,False
Purpose,108,latin,Rockwell,20,bold,7,False
Out major born guy,262,latin,Rockwell,20,bold,18,False
Claim well two truth,275,latin,Rockwell,20,bold,20,False
Medical current hear,283,latin,Rockwell,20,bold,20,False
Blood personal success,310,latin,Rockwell,20,bold,22,False
Quality throughout beautiful,385,latin,Rockwell,20,bold,28,False
Measure ago current practice,394,latin,Rockwell,20,bold,28,False
Who up sense ready require human,471,latin,Rockwell,20,bold,32,False
According south recently future choice,516,latin,Rockwell,20,bold,38,False
Whatever from behavior benefit suggest,534,latin,Rockwell,20,bold,38,False
Animal direction eye bag do big everyone,554,latin,Rockwell,20,bold,40,False
Wall then fire pretty how trip learn enter east,602,latin,Rockwell,20,bold,47,False
Network open according remain arrive attack all,649,latin,Rockwell,20,bold,47,False
Player half have decide environment view possible,678,latin,Rockwell,20,bold,49,False
No enjoy once today human despite young meeting before,770,latin,Rockwell,20,bold,54,False
Form method everything magazine much rich think office,773,latin,Rockwell,20,bold,54,False
Cell contain leg themselves away space task better present,789,latin,Rockwell,20,bold,58,False
Range successful simply director allow firm environment decision,890,latin,Rockwell,20,bold,64,False
Able hospital unit size expect recent room situation product main,872,latin,Rockwell,20,bold,65,False
Team activity result race Mr environment political born itself law,878,latin,Rockwell,20,bold,66,False
Purpose,100,latin,Rockwell,20,italic,7,False
Out major born guy,240,latin,Rockwell,20,italic,18,False
Claim well two truth,244,latin,Rockwell,20,italic,20,False
Medical current hear,257,latin,Rockwell,20,italic,20,False
Blood personal success,285,latin,Rockwell,20,italic,22,False
Quality throughout beautiful,343,latin,Rockwell,20,italic,28,False
Measure ago current practice,360,latin,Rockwell,20,italic,28,False
Who up sense ready require human,435,latin,Rockwell,20,italic,32,False
According south recently future choice,474,latin,Rockwell,20,italic,38,False
Whatever from behavior benefit suggest,491,latin,Rockwell,20,italic,38,False
Animal direction eye bag do big everyone,515,latin,Rockwell,20,italic,40,False
Wall then fire pretty how trip learn enter east,549,latin,Rockwell,20,italic,47,False
Network open according remain arrive attack all,589,latin,Rockwell,20,italic,47,False
Player half have decide environment view possible,618,latin,Rockwell,20,italic,49,False
Form method everything magazine much rich think office,694,latin,Rockwell,20,italic,54,False
No enjoy once today human despite young meeting before,712,latin,Rockwell,20,italic,54,False
Cell contain leg themselves away space task better present,717,latin,Rockwell,20,italic,58,False
Range successful simply director allow firm environment decision,801,latin,Rockwell,20,italic,64,False
Able hospital unit size expect recent room situation product main,792,latin,Rockwell,20,italic,65,False
Team activity result race Mr environment political born itself law,787,latin,Rockwell,20,italic,66,False
Purpose,103,latin,Rockwell,20,bold+italic,7,False
Out major born guy,251,latin,Rockwell,20,bold+italic,18,False
Claim well two truth,261,latin,Rockwell,20,bold+italic,20,False
Medical current hear,271,latin,Rockwell,20,bold+italic,20,False
Blood personal success,296,latin,Rockwell,20,bold+italic,22,False
Quality throughout beautiful,363,latin,Rockwell,20,bold+italic,28,False
Measure ago current practice,375,latin,Rockwell,20,bold+italic,28,False
Who up sense ready require human,448,latin,Rockwell,20,bold+italic,32,False
According south recently future choice,489,latin,Rockwell,20,bold+italic,38,False
Whatever from behavior benefit suggest,507,latin,Rockwell,20,bold+italic,38,False
Animal direction eye bag do big everyone,529,latin,Rockwell,20,bold+italic,40,False
Wall then fire pretty how trip learn enter east,570,latin,Rockwell,20,bold+italic,47,False
Network open according remain arrive attack all,615,latin,Rockwell,20,bold+italic,47,False
Player half have decide environment view possible,645,latin,Rockwell,20,bold+italic,49,False
Form method everything magazine much rich think office,733,latin,Rockwell,20,bold+italic,54,False
No enjoy once today human despite young meeting before,739,latin,Rockwell,20,bold+italic,54,False
Cell contain leg themselves away space task better present,751,latin,Rockwell,20,bold+italic,58,False
Range successful simply director allow firm environment decision,843,latin,Rockwell,20,bold+italic,64,False
Able hospital unit size expect recent room situation product main,827,latin,Rockwell,20,bold+italic,65,False
Team activity result race Mr environment political born itself law,836,latin,Rockwell,20,bold+italic,66,False
Tempore,56,latin,Courier,9,normal,7,True
Fugiat cum veritatis,160,latin,Courier,9,normal,20,True
Sapiente magni dicta,160,latin,Courier,9,normal,20,True
Magnam ad dicta officiis,192,latin,Courier,9,normal,24,True
Ullam ullam nobis laborum,200,latin,Courier,9,normal,25,True
Vero excepturi at atque sed,216,latin,Courier,9,normal,27,True
Beatae facilis voluptates rem,232,latin,Courier,9,normal,29,True
Perspiciatis tempora assumenda,240,latin,Courier,9,normal,30,True
Ab rem praesentium excepturi culpa,272,latin,Courier,9,normal,34,True
Quidem porro quae id perferendis fuga,296,latin,Courier,9,normal,37,True
Odio facilis fuga distinctio eaque vel officia,368,latin,Courier,9,normal,46,True
Ab provident animi architecto adipisci ex maiores,392,latin,Courier,9,normal,49,True
Aliquid dolorem enim aspernatur doloremque aut eius,408,latin,Courier,9,normal,51,True
Velit soluta et omnis id totam itaque eaque doloribus,424,latin,Courier,9,normal,53,True
Eius laborum molestiae quam sunt nemo doloribus labore,432,latin,Courier,9,normal,54,True
Natus ea nesciunt tempore id dolor voluptatum magni at,432,latin,Courier,9,normal,54,True
Placeat sapiente quod dolorem adipisci et eaque distinctio,464,latin,Courier,9,normal,58,True
Similique accusamus quam placeat modi eaque odit beatae ipsa iste,520,latin,Courier,9,normal,65,True
Unde quos eligendi possimus quas quos optio laborum deleniti dolor,528,latin,Courier,9,normal,66,True
Iure soluta asperiores repellat sequi atque officiis molestiae accusamus,576,latin,Courier,9,normal,72,True
Tempore,63,latin,Courier,9,bold,7,True
Fugiat cum veritatis,180,latin,Courier,9,bold,20,True
Sapiente magni dicta,180,latin,Courier,9,bold,20,True
Magnam ad dicta officiis,216,latin,Courier,9,bold,24,True
Ullam ullam nobis laborum,225,latin,Courier,9,bold,25,True
Vero excepturi at atque sed,243,latin,Courier,9,bold,27,True
Beatae facilis voluptates rem,261,latin,Courier,9,bold,29,True
Perspiciatis tempora assumenda,270,latin,Courier,9,bold,30,True
Ab rem praesentium excepturi culpa,306,latin,Courier,9,bold,34,True
Quidem porro quae id perferendis fuga,333,latin,Courier,9,bold,37,True
Odio facilis fuga distinctio eaque vel officia,414,latin,Courier,9,bold,46,True
Ab provident animi architecto adipisci ex maiores,441,latin,Courier,9,bold,49,True
Aliquid dolorem enim aspernatur doloremque aut eius,459,latin,Courier,9,bold,51,True
Velit soluta et omnis id totam itaque eaque doloribus,477,latin,Courier,9,bold,53,True
Eius laborum molestiae quam sunt nemo doloribus labore,486,latin,Courier,9,bold,54,True
Natus ea nesciunt tempore id dolor voluptatum magni at,486,latin,Courier,9,bold,54,True
Placeat sapiente quod dolorem adipisci et eaque distinctio,522,latin,Courier,9,bold,58,True
Similique accusamus quam placeat modi eaque odit beatae ipsa iste,585,latin,Courier,9,bold,65,True
Unde quos eligendi possimus quas quos optio laborum deleniti dolor,594,latin,Courier,9,bold,66,True
Iure soluta asperiores repellat sequi atque officiis molestiae accusamus,648,latin,Courier,9,bold,72,True
Tempore,62,latin,Courier,9,italic,7,True
Fugiat cum veritatis,166,latin,Courier,9,italic,20,True
Sapiente magni dicta,166,latin,Courier,9,italic,20,True
Magnam ad dicta officiis,198,latin,Courier,9,italic,24,True
Ullam ullam nobis laborum,206,latin,Courier,9,italic,25,True
Vero excepturi at atque sed,222,latin,Courier,9,italic,27,True
Beatae facilis voluptates rem,238,latin,Courier,9,italic,29,True
Perspiciatis tempora assumenda,246,latin,Courier,9,italic,30,True
Ab rem praesentium excepturi culpa,278,latin,Courier,9,italic,34,True
Quidem porro quae id perferendis fuga,302,latin,Courier,9,italic,37,True
Odio facilis fuga distinctio eaque vel officia,374,latin,Courier,9,italic,46,True
Ab provident animi architecto adipisci ex maiores,398,latin,Courier,9,italic,49,True
Aliquid dolorem enim aspernatur doloremque aut eius,414,latin,Courier,9,italic,51,True
Velit soluta et omnis id totam itaque eaque doloribus,430,latin,Courier,9,italic,53,True
Eius laborum molestiae quam sunt nemo doloribus labore,438,latin,Courier,9,italic,54,True
Natus ea nesciunt tempore id dolor voluptatum magni at,438,latin,Courier,9,italic,54,True
Placeat sapiente quod dolorem adipisci et eaque distinctio,470,latin,Courier,9,italic,58,True
Similique accusamus quam placeat modi eaque odit beatae ipsa iste,526,latin,Courier,9,italic,65,True
Unde quos eligendi possimus quas quos optio laborum deleniti dolor,534,latin,Courier,9,italic,66,True
Iure soluta asperiores repellat sequi atque officiis molestiae accusamus,582,latin,Courier,9,italic,72,True
Tempore,69,latin,Courier,9,bold+italic,7,True
Fugiat cum veritatis,186,latin,Courier,9,bold+italic,20,True
Sapiente magni dicta,186,latin,Courier,9,bold+italic,20,True
Magnam ad dicta officiis,222,latin,Courier,9,bold+italic,24,True
Ullam ullam nobis laborum,231,latin,Courier,9,bold+italic,25,True
Vero excepturi at atque sed,249,latin,Courier,9,bold+italic,27,True
Beatae facilis voluptates rem,267,latin,Courier,9,bold+italic,29,True
Perspiciatis tempora assumenda,276,latin,Courier,9,bold+italic,30,True
Ab rem praesentium excepturi culpa,312,latin,Courier,9,bold+italic,34,True
Quidem porro quae id perferendis fuga,339,latin,Courier,9,bold+italic,37,True
Odio facilis fuga distinctio eaque vel officia,420,latin,Courier,9,bold+italic,46,True
Ab provident animi architecto adipisci ex maiores,447,latin,Courier,9,bold+italic,49,True
Aliquid dolorem enim aspernatur doloremque aut eius,465,latin,Courier,9,bold+italic,51,True
Velit soluta et omnis id totam itaque eaque doloribus,483,latin,Courier,9,bold+italic,53,True
Eius laborum molestiae quam sunt nemo doloribus labore,492,latin,Courier,9,bold+italic,54,True
Natus ea nesciunt tempore id dolor voluptatum magni at,492,latin,Courier,9,bold+italic,54,True
Placeat sapiente quod dolorem adipisci et eaque distinctio,528,latin,Courier,9,bold+italic,58,True
Similique accusamus quam placeat modi eaque odit beatae ipsa iste,591,latin,Courier,9,bold+italic,65,True
Unde quos eligendi possimus quas quos optio laborum deleniti dolor,600,latin,Courier,9,bold+italic,66,True
Iure soluta asperiores repellat sequi atque officiis molestiae accusamus,654,latin,Courier,9,bold+italic,72,True
Tempore,56,latin,Courier,11,normal,7,True
Fugiat cum veritatis,160,latin,Courier,11,normal,20,True
Sapiente magni dicta,160,latin,Courier,11,normal,20,True
Magnam ad dicta officiis,192,latin,Courier,11,normal,24,True
Ullam ullam nobis laborum,200,latin,Courier,11,normal,25,True
Vero excepturi at atque sed,216,latin,Courier,11,normal,27,True
Beatae facilis voluptates rem,232,latin,Courier,11,normal,29,True
Perspiciatis tempora assumenda,240,latin,Courier,11,normal,30,True
Ab rem praesentium excepturi culpa,272,latin,Courier,11,normal,34,True
Quidem porro quae id perferendis fuga,296,latin,Courier,11,normal,37,True
Odio facilis fuga distinctio eaque vel officia,368,latin,Courier,11,normal,46,True
Ab provident animi architecto adipisci ex maiores,392,latin,Courier,11,normal,49,True
Aliquid dolorem enim aspernatur doloremque aut eius,408,latin,Courier,11,normal,51,True
Velit soluta et omnis id totam itaque eaque doloribus,424,latin,Courier,11,normal,53,True
Eius laborum molestiae quam sunt nemo doloribus labore,432,latin,Courier,11,normal,54,True
Natus ea nesciunt tempore id dolor voluptatum magni at,432,latin,Courier,11,normal,54,True
Placeat sapiente quod dolorem adipisci et eaque distinctio,464,latin,Courier,11,normal,58,True
Similique accusamus quam placeat modi eaque odit beatae ipsa iste,520,latin,Courier,11,normal,65,True
Unde quos eligendi possimus quas quos optio laborum deleniti dolor,528,latin,Courier,11,normal,66,True
Iure soluta asperiores repellat sequi atque officiis molestiae accusamus,576,latin,Courier,11,normal,72,True
Tempore,63,latin,Courier,11,bold,7,True
Fugiat cum veritatis,180,latin,Courier,11,bold,20,True
Sapiente magni dicta,180,latin,Courier,11,bold,20,True
Magnam ad dicta officiis,216,latin,Courier,11,bold,24,True
Ullam ullam nobis laborum,225,latin,Courier,11,bold,25,True
Vero excepturi at atque sed,243,latin,Courier,11,bold,27,True
Beatae facilis voluptates rem,261,latin,Courier,11,bold,29,True
Perspiciatis tempora assumenda,270,latin,Courier,11,bold,30,True
Ab rem praesentium excepturi culpa,306,latin,Courier,11,bold,34,True
Quidem porro quae id perferendis fuga,333,latin,Courier,11,bold,37,True
Odio facilis fuga distinctio eaque vel officia,414,latin,Courier,11,bold,46,True
Ab provident animi architecto adipisci ex maiores,441,latin,Courier,11,bold,49,True
Aliquid dolorem enim aspernatur doloremque aut eius,459,latin,Courier,11,bold,51,True
Velit soluta et omnis id totam itaque eaque doloribus,477,latin,Courier,11,bold,53,True
Eius laborum molestiae quam sunt nemo doloribus labore,486,latin,Courier,11,bold,54,True
Natus ea nesciunt tempore id dolor voluptatum magni at,486,latin,Courier,11,bold,54,True
Placeat sapiente quod dolorem adipisci et eaque distinctio,522,latin,Courier,11,bold,58,True
Similique accusamus quam placeat modi eaque odit beatae ipsa iste,585,latin,Courier,11,bold,65,True
Unde quos eligendi possimus quas quos optio laborum deleniti dolor,594,latin,Courier,11,bold,66,True
Iure soluta asperiores repellat sequi atque officiis molestiae accusamus,648,latin,Courier,11,bold,72,True
Tempore,62,latin,Courier,11,italic,7,True
Fugiat cum veritatis,166,latin,Courier,11,italic,20,True
Sapiente magni dicta,166,latin,Courier,11,italic,20,True
Magnam ad dicta officiis,198,latin,Courier,11,italic,24,True
Ullam ullam nobis laborum,206,latin,Courier,11,italic,25,True
Vero excepturi at atque sed,222,latin,Courier,11,italic,27,True
Beatae facilis voluptates rem,238,latin,Courier,11,italic,29,True
Perspiciatis tempora assumenda,246,latin,Courier,11,italic,30,True
Ab rem praesentium excepturi culpa,278,latin,Courier,11,italic,34,True
Quidem porro quae id perferendis fuga,302,latin,Courier,11,italic,37,True
Odio facilis fuga distinctio eaque vel officia,374,latin,Courier,11,italic,46,True
Ab provident animi architecto adipisci ex maiores,398,latin,Courier,11,italic,49,True
Aliquid dolorem enim aspernatur doloremque aut eius,414,latin,Courier,11,italic,51,True
Velit soluta et omnis id totam itaque eaque doloribus,430,latin,Courier,11,italic,53,True
Eius laborum molestiae quam sunt nemo doloribus labore,438,latin,Courier,11,italic,54,True
Natus ea nesciunt tempore id dolor voluptatum magni at,438,latin,Courier,11,italic,54,True
Placeat sapiente quod dolorem adipisci et eaque distinctio,470,latin,Courier,11,italic,58,True
Similique accusamus quam placeat modi eaque odit beatae ipsa iste,526,latin,Courier,11,italic,65,True
Unde quos eligendi possimus quas quos optio laborum deleniti dolor,534,latin,Courier,11,italic,66,True
Iure soluta asperiores repellat sequi atque officiis molestiae accusamus,582,latin,Courier,11,italic,72,True
Tempore,69,latin,Courier,11,bold+italic,7,True
Fugiat cum veritatis,186,latin,Courier,11,bold+italic,20,True
Sapiente magni dicta,186,latin,Courier,11,bold+italic,20,True
Magnam ad dicta officiis,222,latin,Courier,11,bold+italic,24,True
Ullam ullam nobis laborum,231,latin,Courier,11,bold+italic,25,True
Vero excepturi at atque sed,249,latin,Courier,11,bold+italic,27,True
Beatae facilis voluptates rem,267,latin,Courier,11,bold+italic,29,True
Perspiciatis tempora assumenda,276,latin,Courier,11,bold+italic,30,True
Ab rem praesentium excepturi culpa,312,latin,Courier,11,bold+italic,34,True
Quidem porro quae id perferendis fuga,339,latin,Courier,11,bold+italic,37,True
Odio facilis fuga distinctio eaque vel officia,420,latin,Courier,11,bold+italic,46,True
Ab provident animi architecto adipisci ex maiores,447,latin,Courier,11,bold+italic,49,True
Aliquid dolorem enim aspernatur doloremque aut eius,465,latin,Courier,11,bold+italic,51,True
Velit soluta et omnis id totam itaque eaque doloribus,483,latin,Courier,11,bold+italic,53,True
Eius laborum molestiae quam sunt nemo doloribus labore,492,latin,Courier,11,bold+italic,54,True
Natus ea nesciunt tempore id dolor voluptatum magni at,492,latin,Courier,11,bold+italic,54,True
Placeat sapiente quod dolorem adipisci et eaque distinctio,528,latin,Courier,11,bold+italic,58,True
Similique accusamus quam placeat modi eaque odit beatae ipsa iste,591,latin,Courier,11,bold+italic,65,True
Unde quos eligendi possimus quas quos optio laborum deleniti dolor,600,latin,Courier,11,bold+italic,66,True
Iure soluta asperiores repellat sequi atque officiis molestiae accusamus,654,latin,Courier,11,bold+italic,72,True
Tempore,63,latin,Courier,12,normal,7,True
Fugiat cum veritatis,180,latin,Courier,12,normal,20,True
Sapiente magni dicta,180,latin,Courier,12,normal,20,True
Magnam ad dicta officiis,216,latin,Courier,12,normal,24,True
Ullam ullam nobis laborum,225,latin,Courier,12,normal,25,True
Vero excepturi at atque sed,243,latin,Courier,12,normal,27,True
Beatae facilis voluptates rem,261,latin,Courier,12,normal,29,True
Perspiciatis tempora assumenda,270,latin,Courier,12,normal,30,True
Ab rem praesentium excepturi culpa,306,latin,Courier,12,normal,34,True
Quidem porro quae id perferendis fuga,333,latin,Courier,12,normal,37,True
Odio facilis fuga distinctio eaque vel officia,414,latin,Courier,12,normal,46,True
Ab provident animi architecto adipisci ex maiores,441,latin,Courier,12,normal,49,True
Aliquid dolorem enim aspernatur doloremque aut eius,459,latin,Courier,12,normal,51,True
Velit soluta et omnis id totam itaque eaque doloribus,477,latin,Courier,12,normal,53,True
Eius laborum molestiae quam sunt nemo doloribus labore,486,latin,Courier,12,normal,54,True
Natus ea nesciunt tempore id dolor voluptatum magni at,486,latin,Courier,12,normal,54,True
Placeat sapiente quod dolorem adipisci et eaque distinctio,522,latin,Courier,12,normal,58,True
Similique accusamus quam placeat modi eaque odit beatae ipsa iste,585,latin,Courier,12,normal,65,True
Unde quos eligendi possimus quas quos optio laborum deleniti dolor,594,latin,Courier,12,normal,66,True
Iure soluta asperiores repellat sequi atque officiis molestiae accusamus,648,latin,Courier,12,normal,72,True
Tempore,70,latin,Courier,12,bold,7,True
Fugiat cum veritatis,200,latin,Courier,12,bold,20,True
Sapiente magni dicta,200,latin,Courier,12,bold,20,True
Magnam ad dicta officiis,240,latin,Courier,12,bold,24,True
Ullam ullam nobis laborum,250,latin,Courier,12,bold,25,True
Vero excepturi at atque sed,270,latin,Courier,12,bold,27,True
Beatae facilis voluptates rem,290,latin,Courier,12,bold,29,True
Perspiciatis tempora assumenda,300,latin,Courier,12,bold,30,True
Ab rem praesentium excepturi culpa,340,latin,Courier,12,bold,34,True
Quidem porro quae id perferendis fuga,370,latin,Courier,12,bold,37,True
Odio facilis fuga distinctio eaque vel officia,460,latin,Courier,12,bold,46,True
Ab provident animi architecto adipisci ex maiores,490,latin,Courier,12,bold,49,True
Aliquid dolorem enim aspernatur doloremque aut eius,510,latin,Courier,12,bold,51,True
Velit soluta et omnis id totam itaque eaque doloribus,530,latin,Courier,12,bold,53,True
Eius laborum molestiae quam sunt nemo doloribus labore,540,latin,Courier,12,bold,54,True
Natus ea nesciunt tempore id dolor voluptatum magni at,540,latin,Courier,12,bold,54,True
Placeat sapiente quod dolorem adipisci et eaque distinctio,580,latin,Courier,12,bold,58,True
Similique accusamus quam placeat modi eaque odit beatae ipsa iste,650,latin,Courier,12,bold,65,True
Unde quos eligendi possimus quas quos optio laborum deleniti dolor,660,latin,Courier,12,bold,66,True
Iure soluta asperiores repellat sequi atque officiis molestiae accusamus,720,latin,Courier,12,bold,72,True
Tempore,70,latin,Courier,12,italic,7,True
Fugiat cum veritatis,187,latin,Courier,12,italic,20,True
Sapiente magni dicta,187,latin,Courier,12,italic,20,True
Magnam ad dicta officiis,223,latin,Courier,12,italic,24,True
Ullam ullam nobis laborum,232,latin,Courier,12,italic,25,True
Vero excepturi at atque sed,250,latin,Courier,12,italic,27,True
Beatae facilis voluptates rem,268,latin,Courier,12,italic,29,True
Perspiciatis tempora assumenda,277,latin,Courier,12,italic,30,True
Ab rem praesentium excepturi culpa,313,latin,Courier,12,italic,34,True
Quidem porro quae id perferendis fuga,340,latin,Courier,12,italic,37,True
Odio facilis fuga distinctio eaque vel officia,421,latin,Courier,12,italic,46,True
Ab provident animi architecto adipisci ex maiores,448,latin,Courier,12,italic,49,True
Aliquid dolorem enim aspernatur doloremque aut eius,466,latin,Courier,12,italic,51,True
Velit soluta et omnis id totam itaque eaque doloribus,484,latin,Courier,12,italic,53,True
Eius laborum molestiae quam sunt nemo doloribus labore,493,latin,Courier,12,italic,54,True
Natus ea nesciunt tempore id dolor voluptatum magni at,493,latin,Courier,12,italic,54,True
Placeat sapiente quod dolorem adipisci et eaque distinctio,529,latin,Courier,12,italic,58,True
Similique accusamus quam placeat modi eaque odit beatae ipsa iste,592,latin,Courier,12,italic,65,True
Unde quos eligendi possimus quas quos optio laborum deleniti dolor,601,latin,Courier,12,italic,66,True
Iure soluta asperiores repellat sequi atque officiis molestiae accusamus,655,latin,Courier,12,italic,72,True
Tempore,77,latin,Courier,12,bold+italic,7,True
Fugiat cum veritatis,207,latin,Courier,12,bold+italic,20,True
Sapiente magni dicta,207,latin,Courier,12,bold+italic,20,True
Magnam ad dicta officiis,247,latin,Courier,12,bold+italic,24,True
Ullam ullam nobis laborum,257,latin,Courier,12,bold+italic,25,True
Vero excepturi at atque sed,277,latin,Courier,12,bold+italic,27,True
Beatae facilis voluptates rem,297,latin,Courier,12,bold+italic,29,True
Perspiciatis tempora assumenda,307,latin,Courier,12,bold+italic,30,True
Ab rem praesentium excepturi culpa,347,latin,Courier,12,bold+italic,34,True
